Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Einsatzbereich (product.metafields.custom.einsatzbereich),Farbe (product.metafields.custom.farbe),Form (product.metafields.custom.form),Gewicht (product.metafields.custom.gewichtg),Größe (product.metafields.custom.grose),Handgemacht (product.metafields.custom.handgemacht),Lochzahl (product.metafields.custom.lochzahl),Flocken (product.metafields.custom.metallflocken),SetInhalt (product.metafields.custom.setinhalt1),Stückzahl (product.metafields.custom.stuckzahl),Stil & Effekt (product.metafields.custom.styl),Volumen (product.metafields.custom.volumenml),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Anzahl an Produktbewertungen (product.metafields.reviews.rating_count),Zubehörgröße (product.metafields.shopify.accessory-size),Altersgruppe (product.metafields.shopify.age-group),Kunst-/Bastelwerkzeugmaterial (product.metafields.shopify.art-crafting-tool-material),Barzubehör-Material (product.metafields.shopify.barware-material),Perlenform (product.metafields.shopify.bead-shape),Borstenmaterial (product.metafields.shopify.bristle-material),Oberflächenbehandlung der Leiwand (product.metafields.shopify.canvas-finish),Textur der Leinwand (product.metafields.shopify.canvas-texture),Farbe (product.metafields.shopify.color-pattern),Kochgeschirr-/Backgeschirrmaterial (product.metafields.shopify.cookware-bakeware-material),Art des Bastelprojekts (product.metafields.shopify.craft-project-type),Typ des kreativen Kunstprojekts (product.metafields.shopify.creative-art-project-type),Dekorationsmaterial (product.metafields.shopify.decoration-material),Schwierigkeitsgrad (product.metafields.shopify.difficulty-level),Spendertyp (product.metafields.shopify.dispenser-type),Inbegriffene Zeichen-/Mal-Setartikel (product.metafields.shopify.drawing-painting-kit-items-included),Verzierungs-/Besatzmaterial (product.metafields.shopify.embellishment-trim-material),Stoff (product.metafields.shopify.fabric),Finish (product.metafields.shopify.finish),Form des Schaums (product.metafields.shopify.foam-form),Genre (product.metafields.shopify.genre),Hakengröße (product.metafields.shopify.hook-size),Vorgesehene Anwendung (product.metafields.shopify.intended-application),Stil des Artikels (product.metafields.shopify.item-style),Art des Schmucksets (product.metafields.shopify.jewelry-set-type),Minengrad (product.metafields.shopify.lead-grade),Schnittholz-/Holzart (product.metafields.shopify.lumber-wood-type),Design der Markerspitze (product.metafields.shopify.marker-tip-design),Material (product.metafields.shopify.material),Pinseldesign (product.metafields.shopify.paint-brush-design),Form der Farbe (product.metafields.shopify.paint-form),Farbtyp (product.metafields.shopify.paint-type),Oberflächenbehandlung des Papiers (product.metafields.shopify.paper-finish),Format des Papiers (product.metafields.shopify.paper-format),Papierformat (product.metafields.shopify.paper-size),Textur des Papiers (product.metafields.shopify.paper-texture),Papiertyp (product.metafields.shopify.paper-type),Personalisierungsdesign (product.metafields.shopify.personalization-design),Puzzle-Typ (product.metafields.shopify.puzzle-type),Empfohlene Altersgruppe (product.metafields.shopify.recommended-age-group),Form (product.metafields.shopify.shape),Eignung für Bastelmaterial (product.metafields.shopify.suitable-for-crafting-material),Geeignet für diesen Materialtyp (product.metafields.shopify.suitable-for-material-type),Geeignete Umgebung (product.metafields.shopify.suitable-space),Zielgruppe (product.metafields.shopify.target-audience),Thema (product.metafields.shopify.theme),Dickentyp (product.metafields.shopify.thickness-type),Spielzeug/Spielmaterial (product.metafields.shopify.toy-game-material),Vasenform (product.metafields.shopify.vase-shape),Ergänzende Produkte (product.metafields.shopify--discovery--product_recommendation.complementary_products),Ähnliche Produkte (product.metafields.shopify--discovery--product_recommendation.related_products),Einstellungen für ähnliche Produkte (product.metafields.shopify--discovery--product_recommendation.related_products_display),Produktboosts suchen (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
pentart-wachspaste-chamleon-20ml-pfirsich-5402,Pentart Wachspaste chamäleon 20ml - pfirsich,"<p><span><span><span>Pentart Wachspaste mit Orangenöl und seidig schimmerndem Metalleffekt für jeden Untergrund</span></span></span></p>
<ul>
<li><span><span><span><span class=""a-list-item"">Farbige Wachspaste mit seidig schimmerndem Metalleffekt auf Bienenwachsbasis mit Orangenöl.</span></span></span></span></li>
<li><span><span><span><span class=""a-list-item"">Für verschiedenste Materialen wie Holz, Gips, Modelliermasse, Salzteig, Ton, Pappe, Styropor usw. geeignet</span></span></span></span></li>
<li><span><span><span><span class=""a-list-item"">Verleiht der Oberfläche einen seidig metallischen Glanz</span></span></span></span></li>
</ul>
<!-- TABS -->
<h5>PRODUKTBESCHREIBUNG</h5>
<p><span><span><span>Farbige Wachspaste von Pentart mit seidig schimmerndem Metalleffekt auf Bienenwachsbasis mit Orangenöl. Die Paste kann auf jeden Untergrund angewandt werden und verleiht der Oberfläche einen seidigem Metallglanz. Es wird empfohlen das Werkstück zu grundieren und das Wachs im Anschluss aufzutragen. So ist die Farbe kräftiger und der Effekt kommt noch besser zur Geltung. Die Paste kann mit Schwamm oder mit Finger aufgetragen werden. Durch das Auftragen von verschiedenen Farben entsteht ein besonderer Effekt. Lassen Sie Ihrer Fantasie freien Lauf und versuchen Sie sich an dem neuen Produkt. Um Ihnen den Einstieg zu erleichtern haben wir hier noch ein Anleitungsvideo für Sie.</span></span></span></p>
<p><span>Suchwörter: wachs, abtönen, finish, bee wax, pentart wax paste</span></p>
<p></p>
<p><iframe allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/Un9pTqgdpT8"" title=""YouTube video player"" width=""560""></iframe><br></p>
<!-- /TABS -->",Pentart,Uncategorized,Wachspasten/ Antikpasten/ Set,"pentart, wachpaste",TRUE,Title,Default Title,,,,,,,,4431,0,shopify,18,deny,manual,5.75,,TRUE,TRUE,5997412798715,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-pfirsich-bastelschachtel-51768.jpg?v=1753717735,1,Pentart Wachspaste chamäleon 20ml - pfirsich - Bastelschachtel,FALSE,Wachspaste chamäleon 20ml - pfirsich,"Pentart Wachspaste - pentart wax paste - mit Orangenöl und seidig schimmerndem Metalleffekt für&nbsp;jeden Untergrund Farbige Wachspaste mit seidig schimmerndem Metalleffekt auf Bienenwachsbasis mit Orangenöl. Für verschiedenste Materialen wie Holz, Gips, Modelliermasse, Salzteig, Ton, Pappe, Styropor usw. geeignet Verleiht der Oberfläche einen seidig metallischen Glanz PRODUKTBESCHREIBUNG Farbige Wachspaste von Pentart mit seidig schimmerndem Metalleffekt auf Bienenwachsbasis mit Orangenöl. Die Paste kann&nbsp;auf jeden&nbsp;Untergrund angewandt werden und&nbsp;verleiht der Oberfläche einen seidigem Metallglanz. Es wird empfohlen das Werkstück zu grundieren und das Wachs im Anschluss aufzutragen. So ist die Farbe kräftiger und der Effekt kommt noch besser zur Geltung. Die Paste kann mit Schwamm oder mit Finger aufgetragen werden. Durch das Auftragen von verschiedenen Farben entsteht ein besonderer Effekt. Lassen Sie Ihrer Fantasie freien Lauf und versuchen Sie sich an dem neuen Produkt. Um Ihnen den Einstieg zu erleichtern haben wir hier noch ein Anleitungsvideo für Sie. Suchwörter: wachs, abtönen, finish, bee wax,&nbsp;pentart wax paste Bewertungen",,,,,,,,,,,,,,,,,,,,,,,20ml,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2.01,active
pentart-wachspaste-chamleon-20ml-pfirsich-5402,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-pfirsich-bastelschachtel-28642.jpg?v=1753717735,2,Pentart Wachspaste chamäleon 20ml - pfirsich - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pentart-wachspaste-chamleon-20ml-pfirsich-5402,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-pfirsich-bastelschachtel-20421.jpg?v=1753717735,3,Pentart Wachspaste chamäleon 20ml - pfirsich - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pentart-wachspaste-chamleon-20ml-pfirsich-5402,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-pfirsich-bastelschachtel-37682.jpg?v=1753717735,4,Pentart Wachspaste chamäleon 20ml - pfirsich - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pentart-wachspaste-chamleon-20ml-pfirsich-5402,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-pfirsich-bastelschachtel-27079.jpg?v=1753717735,5,Pentart Wachspaste chamäleon 20ml - pfirsich - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pentart-wachspaste-chamleon-20ml-pfirsich-5402,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-pfirsich-bastelschachtel-98839.jpg?v=1753717735,6,Pentart Wachspaste chamäleon 20ml - pfirsich - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pentart-wachspaste-chamleon-20ml-lila-5403,Pentart Wachspaste chamäleon 20ml - lila,"<p><span><span><span>Pentart Wachspaste mit Orangenöl und seidig schimmerndem Metalleffekt für jeden Untergrund</span></span></span></p>
<ul>
<li><span><span><span><span class=""a-list-item"">Farbige Wachspaste mit seidig schimmerndem Metalleffekt auf Bienenwachsbasis mit Orangenöl.</span></span></span></span></li>
<li><span><span><span><span class=""a-list-item"">Für verschiedenste Materialen wie Holz, Gips, Modelliermasse, Salzteig, Ton, Pappe, Styropor usw. geeignet</span></span></span></span></li>
<li><span><span><span><span class=""a-list-item"">Verleiht der Oberfläche einen seidig metallischen Glanz</span></span></span></span></li>
</ul>
<!-- TABS -->
<h5>PRODUKTBESCHREIBUNG</h5>
<p><span><span><span>Farbige Wachspaste von Pentart mit seidig schimmerndem Metalleffekt auf Bienenwachsbasis mit Orangenöl. Die Paste kann auf jeden Untergrund angewandt werden und verleiht der Oberfläche einen seidigem Metallglanz. Es wird empfohlen das Werkstück zu grundieren und das Wachs im Anschluss aufzutragen. So ist die Farbe kräftiger und der Effekt kommt noch besser zur Geltung. Die Paste kann mit Schwamm oder mit Finger aufgetragen werden. Durch das Auftragen von verschiedenen Farben entsteht ein besonderer Effekt. Lassen Sie Ihrer Fantasie freien Lauf und versuchen Sie sich an dem neuen Produkt. Um Ihnen den Einstieg zu erleichtern haben wir hier noch ein Anleitungsvideo für Sie.</span></span></span></p>
<p><span>Suchwörter: wachs, abtönen, finish, bee wax, pentart wax paste</span></p>
<p> </p>
<p><iframe height=""315"" src=""https://www.youtube.com/embed/Un9pTqgdpT8"" title=""YouTube video player"" width=""560""></iframe><br></p>
<!-- /TABS -->",Pentart,Uncategorized,Wachspasten/ Antikpasten/ Set,"chamäleon, Hochzeitsdeko, pentart, wachpaste",TRUE,Title,Default Title,,,,,,,,4433,0,shopify,11,deny,manual,5.75,,TRUE,TRUE,5997412798913,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-lila-bastelschachtel-71320.jpg?v=1753717752,1,Pentart Wachspaste chamäleon 20ml - lila - Bastelschachtel,FALSE,Wachspaste chamäleon 20ml - lila,,,,,,,,,,,,,,,,,,,,,,,,20ml,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2.01,active
pentart-wachspaste-chamleon-20ml-lila-5403,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-lila-bastelschachtel-77093.jpg?v=1753717752,2,Pentart Wachspaste chamäleon 20ml - lila - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pentart-wachspaste-chamleon-20ml-lila-5403,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-lila-bastelschachtel-16596.jpg?v=1753717752,3,Pentart Wachspaste chamäleon 20ml - lila - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pentart-wachspaste-chamleon-20ml-lila-5403,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-lila-bastelschachtel-22393.jpg?v=1753717752,4,Pentart Wachspaste chamäleon 20ml - lila - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pentart-wachspaste-chamleon-20ml-lila-5403,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-lila-bastelschachtel-20459.jpg?v=1753717752,5,Pentart Wachspaste chamäleon 20ml - lila - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pentart-wachspaste-chamleon-20ml-lila-5403,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-lila-bastelschachtel-73114.jpg?v=1753717752,6,Pentart Wachspaste chamäleon 20ml - lila - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pentart-wachspaste-chamleon-20ml-grun-5404,Pentart Wachspaste chamäleon 20ml - grün,"<p><span><span><span>Pentart Wachspaste mit Orangenöl und seidig schimmerndem Metalleffekt für jeden Untergrund</span></span></span></p>
<ul>
<li><span><span><span><span class=""a-list-item"">Farbige Wachspaste mit seidig schimmerndem Metalleffekt auf Bienenwachsbasis mit Orangenöl.</span></span></span></span></li>
<li><span><span><span><span class=""a-list-item"">Für verschiedenste Materialen wie Holz, Gips, Modelliermasse, Salzteig, Ton, Pappe, Styropor usw. geeignet</span></span></span></span></li>
<li><span><span><span><span class=""a-list-item"">Verleiht der Oberfläche einen seidig metallischen Glanz</span></span></span></span></li>
</ul>
<!-- TABS -->
<h5>PRODUKTBESCHREIBUNG</h5>
<p><span><span><span>Farbige Wachspaste von Pentart mit seidig schimmerndem Metalleffekt auf Bienenwachsbasis mit Orangenöl. Die Paste kann auf jeden Untergrund angewandt werden und verleiht der Oberfläche einen seidigem Metallglanz. Es wird empfohlen das Werkstück zu grundieren und das Wachs im Anschluss aufzutragen. So ist die Farbe kräftiger und der Effekt kommt noch besser zur Geltung. Die Paste kann mit Schwamm oder mit Finger aufgetragen werden. Durch das Auftragen von verschiedenen Farben entsteht ein besonderer Effekt. Lassen Sie Ihrer Fantasie freien Lauf und versuchen Sie sich an dem neuen Produkt. Um Ihnen den Einstieg zu erleichtern haben wir hier noch ein Anleitungsvideo für Sie.</span></span></span></p>
<p><span>Suchwörter: wachs, abtönen, finish, bee wax, pentart wax paste</span></p>
<p> </p>
<p><iframe height=""315"" src=""https://www.youtube.com/embed/Un9pTqgdpT8"" title=""YouTube video player"" width=""560""></iframe><br></p>
<!-- /TABS -->",Bastelschachtel,Uncategorized,Wachspasten/ Antikpasten/ Set,"3D Rosen von Sibylle, abtönen, basteln, basteltechnik, bee_wax, bienenwachs, Farben für besondere Dekoeffekte, Farbsets für Rost- und Patinaeffekt, finish, Hochzeitsdeko, Metallic Wachs Paste, Mixed Media Schachtel, wachpaste, wachs_paste, Wachspaste Chamäleon",TRUE,Title,Default Title,,,,,,,,4434,0,shopify,16,deny,manual,5.75,,TRUE,TRUE,5997412799019,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-grun-bastelschachtel-29752.jpg?v=1753717767,1,Pentart Wachspaste chamäleon 20ml - grün - Bastelschachtel,FALSE,,"Pentart Wachspaste - wax paste - mit Orangenöl und seidig schimmerndem Metalleffekt für jeden Untergrund Farbige Wachspaste mit seidig schimmerndem Metalleffekt auf Bienenwachsbasis mit Orangenöl. Für verschiedenste Materialen wie Holz, Gips, Modelliermasse, Salzteig, Ton, Pappe, Styropor usw. geeignet Verleiht der Oberfläche einen seidig metallischen Glanz PRODUKTBESCHREIBUNG Farbige Wachspaste von Pentart mit seidig schimmerndem Metalleffekt auf Bienenwachsbasis mit Orangenöl. Die Paste kann&nbsp;auf jeden&nbsp;Untergrund angewandt werden und&nbsp;verleiht der Oberfläche einen seidigem Metallglanz. Es wird empfohlen das Werkstück zu grundieren und das Wachs im Anschluss aufzutragen. So ist die Farbe kräftiger und der Effekt kommt noch besser zur Geltung. Die Paste kann mit Schwamm oder mit Finger aufgetragen werden. Durch das Auftragen von verschiedenen Farben entsteht ein besonderer Effekt. Lassen Sie Ihrer Fantasie freien Lauf und versuchen Sie sich an dem neuen Produkt. Um Ihnen den Einstieg zu erleichtern haben wir hier noch ein Anleitungsvideo für Sie. Suchwörter: wachs, abtönen, finish, bee wax,&nbsp;pentart wax paste Bewertungen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2.01,active
pentart-wachspaste-chamleon-20ml-grun-5404,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-grun-bastelschachtel-75672.jpg?v=1753717767,2,Pentart Wachspaste chamäleon 20ml - grün - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pentart-wachspaste-chamleon-20ml-grun-5404,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-grun-bastelschachtel-15724.jpg?v=1753717767,3,Pentart Wachspaste chamäleon 20ml - grün - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pentart-wachspaste-chamleon-20ml-grun-5404,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-grun-bastelschachtel-82994.jpg?v=1753717767,4,Pentart Wachspaste chamäleon 20ml - grün - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pentart-wachspaste-chamleon-20ml-grun-5404,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-grun-bastelschachtel-22596.jpg?v=1753717768,5,Pentart Wachspaste chamäleon 20ml - grün - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pentart-wachspaste-chamleon-20ml-grun-5404,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-grun-bastelschachtel-30703.jpg?v=1753717768,6,Pentart Wachspaste chamäleon 20ml - grün - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
httpswwwbastelschachtelatnach-kategorien-322bastelmaterialbastelfarben-337farben-und-pasten-fur-besondere-dekoeffekte-381pentart-wachspaste-chamleon-20ml-blau-5502,Pentart Wachspaste chamäleon 20ml - blau,"<p><span><span><span>Pentart Wachspaste mit Orangenöl und seidig schimmerndem Metalleffekt für jeden Untergrund</span></span></span></p>
<ul>
<li><span><span><span><span class=""a-list-item"">Farbige Wachspaste mit seidig schimmerndem Metalleffekt auf Bienenwachsbasis mit Orangenöl.</span></span></span></span></li>
<li><span><span><span><span class=""a-list-item"">Für verschiedenste Materialen wie Holz, Gips, Modelliermasse, Salzteig, Ton, Pappe, Styropor usw. geeignet</span></span></span></span></li>
<li><span><span><span><span class=""a-list-item"">Verleiht der Oberfläche einen seidig metallischen Glanz</span></span></span></span></li>
</ul>
<!-- TABS -->
<h5>PRODUKTBESCHREIBUNG</h5>
<p><span><span><span>Farbige Wachspaste von Pentart mit seidig schimmerndem Metalleffekt auf Bienenwachsbasis mit Orangenöl. Die Paste kann auf jeden Untergrund angewandt werden und verleiht der Oberfläche einen seidigem Metallglanz. Es wird empfohlen das Werkstück zu grundieren und das Wachs im Anschluss aufzutragen. So ist die Farbe kräftiger und der Effekt kommt noch besser zur Geltung. Die Paste kann mit Schwamm oder mit Finger aufgetragen werden. Durch das Auftragen von verschiedenen Farben entsteht ein besonderer Effekt. Lassen Sie Ihrer Fantasie freien Lauf und versuchen Sie sich an dem neuen Produkt. Um Ihnen den Einstieg zu erleichtern haben wir hier noch ein Anleitungsvideo für Sie. </span></span></span></p>
<p><span><span><span>Suchwörter: wachs, abtönen, finish, bee wax, pentart wax paste</span></span></span></p>
<p></p>
<p><iframe allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/Un9pTqgdpT8"" title=""YouTube video player"" width=""560""></iframe><br></p>
<!-- /TABS -->",Pentart,,Wachspasten/ Antikpasten/ Set,"abtönen, basteln, basteltechnik, bee_wax, bienenwachs, Einkomponenten Krakelierlack, Farben für besondere Dekoeffekte, Farbsets für Rost- und Patinaeffekt, finish, hellblau, Hochzeitsdeko, Kaffeedeko von Roxxa, Metallic Wachs Paste, Mixed Media Schachtel, vatertag, wachpaste, wachs_paste, Wachspaste Chamäleon, Weihnachtsschmuck aus Styrofoam",TRUE,Title,Default Title,,,,,,,,,0,shopify,16,deny,manual,5.75,,TRUE,TRUE,5997412798814,https://cdn.shopify.com/s/files/1/0422/5397/5709/files/pentart-wachspaste-chamaleon-20ml-blau-bastelschachtel-88507.jpg?v=1753718090,1,Pentart Wachspaste chamäleon 20ml - blau - Bastelschachtel,FALSE,Wachspaste chamäleon 20ml - blau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
httpswwwbastelschachtelatnach-kategorien-322bastelmaterialbastelfarben-337farben-und-pasten-fur-besondere-dekoeffekte-381pentart-wachspaste-chamleon-20ml-blau-5502,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-blau-bastelschachtel-51715.jpg?v=1753718090,2,Pentart Wachspaste chamäleon 20ml - blau - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
httpswwwbastelschachtelatnach-kategorien-322bastelmaterialbastelfarben-337farben-und-pasten-fur-besondere-dekoeffekte-381pentart-wachspaste-chamleon-20ml-blau-5502,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-blau-bastelschachtel-89688.jpg?v=1753718090,3,Pentart Wachspaste chamäleon 20ml - blau - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
httpswwwbastelschachtelatnach-kategorien-322bastelmaterialbastelfarben-337farben-und-pasten-fur-besondere-dekoeffekte-381pentart-wachspaste-chamleon-20ml-blau-5502,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-blau-bastelschachtel-32379.jpg?v=1753718090,4,Pentart Wachspaste chamäleon 20ml - blau - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
httpswwwbastelschachtelatnach-kategorien-322bastelmaterialbastelfarben-337farben-und-pasten-fur-besondere-dekoeffekte-381pentart-wachspaste-chamleon-20ml-blau-5502,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-blau-bastelschachtel-94151.jpg?v=1753718090,5,Pentart Wachspaste chamäleon 20ml - blau - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
httpswwwbastelschachtelatnach-kategorien-322bastelmaterialbastelfarben-337farben-und-pasten-fur-besondere-dekoeffekte-381pentart-wachspaste-chamleon-20ml-blau-5502,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-blau-bastelschachtel-74677.jpg?v=1753718090,6,Pentart Wachspaste chamäleon 20ml - blau - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
